customer_id,geography,gender,age,tenure_years,balance,credit_score,num_products,has_credit_card,is_active_member,estimated_salary,exited,complaints_last_year,support_calls,satisfaction_score,last_contact_days_ago,contract_type,products_used,loan_amount,mobile_app_logins_month,churn_risk_pct
BNK-300053,Germany,Male,74,9,12040.68,578,1,False,False,15201715,False,0,0,5.0,221,annual,1,0.0,2,20.4
BNK-300054,Spain,Male,33,0,0.0,647,3,False,True,45181694,False,0,1,3.64,262,annual,3,0.0,14,4.2
BNK-300055,France,Male,24,8,16.7,716,1,False,True,31978687,False,1,0,4.39,302,biennial,1,0.0,9,7.1
BNK-300056,France,Female,72,0,35572.68,450,3,False,True,45388565,False,0,1,3.85,211,biennial,3,13410.0,15,7.9
BNK-300057,France,Male,41,6,4133.62,668,4,True,True,39234666,False,0,3,4.59,292,monthly,4,0.0,10,1.9
BNK-300058,France,Male,18,0,9277.08,638,1,True,True,22425409,False,0,1,5.0,269,monthly,1,0.0,14,12.2
BNK-300059,France,Male,41,1,9345.07,537,2,True,True,40648001,False,0,1,3.78,99,biennial,2,0.0,16,3.4
BNK-300060,France,Male,19,3,55.32,680,1,True,True,19043372,False,2,3,3.99,56,annual,1,0.0,12,3.6
BNK-300061,Spain,Female,35,1,2269.78,554,1,False,True,40488412,False,0,2,3.65,206,monthly,1,0.0,7,13.3
BNK-300062,France,Male,71,0,8461.66,589,3,False,False,35192258,False,2,0,3.53,1,biennial,3,42910.0,1,9.2
BNK-300063,Germany,Male,63,6,1782.79,577,1,False,True,78456500,False,1,1,3.44,266,annual,1,0.0,17,6.6
BNK-300064,France,Male,41,7,0.0,583,4,True,False,23542320,False,1,0,3.99,249,monthly,4,78937.0,2,5.3
BNK-300065,France,Male,37,3,9083.42,703,4,True,True,18705184,False,0,4,3.38,38,monthly,4,0.0,8,2.1
BNK-300066,France,Female,51,6,470.52,559,2,True,True,29537580,False,1,3,3.4,113,biennial,2,0.0,9,2.3
BNK-300067,France,Male,53,3,12455.21,562,1,True,True,49244009,False,0,1,1.47,194,annual,1,63234.0,10,6.8
BNK-300068,France,Female,61,2,11188.1,550,1,False,True,8965492,False,0,1,5.0,265,biennial,1,0.0,18,6.4
BNK-300069,France,Male,48,8,1743.81,623,1,True,False,56261539,False,0,0,5.0,2,annual,1,0.0,0,15.4
BNK-300070,Germany,Male,22,5,6113.86,684,1,False,True,32718378,False,0,1,4.52,203,monthly,1,0.0,9,5.6
BNK-300071,France,Female,67,0,3530.29,551,1,False,True,20517736,False,0,0,3.3,88,monthly,1,0.0,18,18.3
BNK-300072,France,Female,37,6,1514.78,682,1,True,False,30214500,False,0,1,2.99,145,monthly,1,45834.0,2,10.0
BNK-300073,France,Female,64,3,7630.64,592,2,True,True,25070910,False,0,3,2.75,178,monthly,2,0.0,14,4.4
BNK-300074,France,Male,64,0,7244.69,487,1,True,False,19681753,False,0,0,4.51,73,annual,1,0.0,3,32.6
BNK-300075,France,Male,30,2,21285.72,642,1,False,False,13776202,False,0,2,5.0,112,monthly,1,43043.0,1,12.6
BNK-300076,France,Female,47,3,9149.23,612,2,True,True,52325519,False,1,0,4.13,151,monthly,2,0.0,13,2.1
BNK-300077,Germany,Female,60,0,0.0,535,1,True,True,27453800,False,3,0,4.69,281,biennial,1,0.0,11,30.4
BNK-300078,Germany,Female,38,7,4015.85,731,1,True,True,29859623,False,1,0,4.36,105,annual,1,51281.0,12,6.2
BNK-300079,Spain,Female,63,2,3221.73,595,1,True,False,55402992,False,1,1,3.38,233,monthly,1,0.0,1,17.0
BNK-300080,Spain,Male,47,1,0.0,625,1,True,True,37344173,True,0,0,3.81,132,monthly,1,0.0,13,14.1
BNK-300081,France,Male,70,1,23377.3,592,1,False,True,16652096,False,0,1,4.76,98,monthly,1,0.0,14,15.4
BNK-300082,France,Female,69,7,14298.69,585,1,True,True,50837953,True,1,0,2.21,41,annual,1,0.0,11,10.3
BNK-300083,Spain,Female,72,5,18729.11,607,2,False,True,76261073,False,0,0,4.65,7,biennial,2,0.0,10,3.4
BNK-300084,France,Male,30,8,0.0,681,1,True,True,46702223,False,0,2,3.88,126,annual,1,0.0,26,5.4
BNK-300085,France,Male,60,4,753.31,569,1,False,True,23564443,False,2,2,3.79,93,monthly,1,0.0,16,9.2
BNK-300086,Germany,Female,60,6,2393.83,559,2,True,True,17389268,False,1,0,4.31,274,annual,2,0.0,12,6.7
BNK-300087,Germany,Female,43,4,0.0,618,2,True,False,23139668,True,0,4,3.29,189,monthly,2,0.0,0,7.7
BNK-300088,France,Female,27,5,1345.33,672,1,False,False,38235377,False,0,1,4.71,21,annual,1,0.0,7,7.5
BNK-300089,France,Male,34,8,1585.95,663,4,True,True,74096838,False,1,2,3.32,278,monthly,4,49911.0,12,1.2
BNK-300090,France,Male,47,6,10391.94,620,3,False,True,24842750,False,1,0,4.45,145,monthly,3,0.0,11,1.6
BNK-300091,France,Female,67,4,19912.13,582,2,True,True,26253229,False,0,1,3.07,220,monthly,2,0.0,15,1.6
BNK-300092,France,Male,70,8,654.59,597,1,True,True,60519572,False,0,0,3.86,46,annual,1,0.0,7,10.3
BNK-300093,Germany,Male,70,6,0.0,654,1,False,True,29231260,False,1,0,3.91,21,monthly,1,0.0,8,14.1
BNK-300094,France,Male,71,9,9258.04,626,1,False,True,85561418,False,0,2,4.78,38,monthly,1,0.0,4,3.2
BNK-300095,France,Male,23,6,1316.0,644,2,True,True,33723446,False,0,0,4.01,170,annual,2,0.0,12,1.4
BNK-300096,France,Male,74,6,2688.01,514,4,True,True,65113362,False,0,2,3.79,322,monthly,4,0.0,5,2.9
BNK-300097,Spain,Female,49,5,9564.06,608,4,True,True,43975639,False,0,1,5.0,350,monthly,4,0.0,14,0.9
BNK-300098,France,Female,23,8,3525.49,656,1,True,True,51717171,False,0,0,3.66,293,monthly,1,92669.0,7,7.2
BNK-300099,France,Male,25,3,17884.65,611,4,False,True,33238569,False,0,0,3.62,330,monthly,4,0.0,18,1.9
BNK-300100,Germany,Male,32,5,17773.75,679,3,True,True,34343526,False,0,3,2.5,280,annual,3,0.0,17,2.6
BNK-300101,France,Female,32,9,6060.74,677,2,True,False,44777448,False,0,1,3.83,271,monthly,2,0.0,2,3.5
BNK-300102,France,Male,24,2,1103.35,562,3,True,False,54125994,False,0,1,3.25,154,monthly,3,17238.0,0,6.1
BNK-300103,France,Female,39,4,569.48,648,1,True,False,47241631,True,0,1,2.8,104,biennial,1,56349.0,1,10.1
BNK-300104,Spain,Male,49,0,3781.34,513,1,True,False,15007073,True,0,1,3.19,230,monthly,1,0.0,2,25.7
BNK-300105,Germany,Male,35,5,1088.74,665,3,False,True,41309227,False,0,0,3.13,9,annual,3,0.0,11,2.4
BNK-300106,Germany,Female,56,3,0.0,570,1,True,True,26152664,False,0,2,3.34,66,annual,1,0.0,8,17.5
BNK-300107,Spain,Male,58,5,10143.29,606,2,True,False,27641128,False,1,0,2.72,167,monthly,2,0.0,2,12.0
BNK-300108,Germany,Male,40,2,11919.49,605,3,False,True,45649657,False,0,2,3.59,231,annual,3,0.0,13,2.5
BNK-300109,France,Male,22,8,17254.7,675,3,False,True,84877088,False,0,3,3.24,137,annual,3,0.0,10,1.2
BNK-300110,France,Male,35,9,19635.23,677,1,True,False,32337229,False,0,0,5.0,281,monthly,1,96963.0,3,16.0
BNK-300111,France,Male,52,5,70.22,615,2,True,True,97386250,False,0,0,5.0,247,monthly,2,0.0,13,3.5
BNK-300112,France,Female,40,6,3526.29,712,1,False,True,20983687,False,0,2,5.0,95,monthly,1,0.0,18,4.5
BNK-300113,Spain,Male,51,4,0.0,614,3,True,True,67229765,False,1,1,2.96,26,monthly,3,0.0,7,4.7
BNK-300114,France,Female,66,2,647.95,576,2,True,True,45041791,False,1,1,3.86,100,monthly,2,0.0,8,3.4
BNK-300115,France,Female,62,4,0.0,560,2,True,False,40306915,False,0,2,3.04,337,monthly,2,0.0,1,14.8
BNK-300116,France,Male,53,4,224.25,617,3,True,True,72517355,False,0,2,5.0,84,annual,3,0.0,14,1.7
BNK-300117,France,Female,23,7,10313.79,630,2,False,True,26416222,False,0,2,4.66,268,monthly,2,0.0,15,2.1
BNK-300118,Spain,Male,60,6,23474.84,654,2,True,True,68788001,False,0,2,3.16,250,annual,2,0.0,13,2.8
BNK-300119,France,Male,36,3,19835.41,560,2,False,True,32723302,False,1,1,4.3,354,monthly,2,0.0,10,2.0
BNK-300120,France,Male,41,6,694.61,602,2,False,True,26342706,False,2,0,2.81,337,annual,2,44294.0,14,1.6
BNK-300121,Germany,Female,57,9,3898.95,571,2,False,True,18707331,False,1,0,3.89,315,annual,2,0.0,10,5.3
BNK-300122,Spain,Female,65,4,0.0,601,3,True,True,80231940,False,1,0,3.86,113,monthly,3,0.0,15,6.8
BNK-300123,France,Male,58,8,13096.41,610,1,False,False,64256006,False,0,2,4.59,157,monthly,1,0.0,3,25.0
BNK-300124,France,Female,35,4,8624.06,656,1,False,False,28594462,False,0,1,4.79,179,monthly,1,0.0,4,14.4
BNK-300125,Germany,Male,43,1,3403.15,554,1,False,True,47701081,True,2,1,3.02,242,monthly,1,26624.0,13,21.7
BNK-300126,France,Male,38,1,29.52,622,1,True,True,38688582,False,0,0,3.82,53,monthly,1,75242.0,10,9.6
BNK-300127,Germany,Male,44,3,8930.6,631,3,True,True,30440939,False,0,2,1.41,308,annual,3,0.0,8,1.5
BNK-300128,Germany,Female,61,5,3530.14,606,2,False,True,58828345,False,1,2,5.0,235,annual,2,0.0,13,4.1
BNK-300129,Spain,Female,73,9,441.4,613,1,True,True,26563456,False,0,2,3.47,75,monthly,1,68439.0,21,7.9
BNK-300130,Spain,Male,40,3,13657.52,619,2,True,False,12139007,False,0,0,4.08,19,biennial,2,0.0,3,5.0
BNK-300131,Spain,Male,36,2,569.67,575,1,True,True,41353761,True,2,0,4.81,4,biennial,1,0.0,15,7.6
BNK-300132,France,Male,68,6,1446.49,552,2,True,True,37548287,False,0,0,3.04,132,monthly,2,0.0,14,5.7
BNK-300133,Spain,Female,26,3,9408.17,656,1,False,True,26993848,False,1,1,4.02,112,annual,1,0.0,13,2.6
BNK-300134,Germany,Female,40,4,14430.01,607,1,False,True,23243710,False,0,1,4.4,55,monthly,1,0.0,14,7.1
BNK-300135,France,Male,72,2,1039.4,576,1,False,True,16652255,False,1,1,4.87,160,annual,1,0.0,11,2.9
BNK-300136,Spain,Female,68,2,5488.98,626,1,True,True,30292007,False,1,2,4.0,9,annual,1,33073.0,9,7.6
BNK-300137,Spain,Male,64,0,2964.09,535,2,True,True,23444329,False,0,1,4.94,228,monthly,2,0.0,11,7.1
BNK-300138,Spain,Female,68,5,0.0,563,2,True,True,58817692,False,2,2,3.67,161,monthly,2,0.0,11,12.0
BNK-300139,France,Male,31,4,8578.39,622,1,True,True,47016379,False,1,0,4.43,96,annual,1,0.0,9,9.4
BNK-300140,France,Female,21,1,108.67,628,2,True,False,28502100,False,0,0,4.33,167,monthly,2,98987.0,2,14.2
BNK-300141,Spain,Female,66,7,6690.98,631,2,True,False,47162757,False,1,5,3.93,161,annual,2,0.0,0,5.9
BNK-300142,Spain,Male,46,2,1931.58,595,3,True,False,34415511,False,1,1,4.26,307,biennial,3,80169.0,1,3.2
BNK-300143,France,Female,32,6,9082.86,733,1,True,True,31738172,False,0,5,3.3,237,monthly,1,0.0,15,2.7
BNK-300144,France,Female,45,1,10531.1,607,2,False,True,35333794,False,0,2,3.76,86,monthly,2,0.0,9,7.5
BNK-300145,Germany,Female,65,0,10772.73,583,2,False,True,88049536,False,0,1,2.97,301,annual,2,0.0,10,6.2
BNK-300146,France,Female,46,1,4752.12,587,2,False,True,50111673,False,0,0,3.65,121,annual,2,30755.0,8,3.8
BNK-300147,Germany,Male,53,5,2898.23,650,1,True,False,31280773,False,1,3,4.91,83,annual,1,44016.0,3,12.1
BNK-300148,Spain,Female,47,1,512.66,579,1,True,True,56779548,False,0,0,4.34,265,monthly,1,0.0,9,6.6
BNK-300149,France,Male,45,3,0.0,580,1,True,True,55765124,False,0,1,4.25,292,annual,1,0.0,15,10.7
BNK-300150,Germany,Female,72,5,1946.12,618,3,True,True,41351280,False,0,0,2.72,3,monthly,3,0.0,10,3.6
BNK-300151,Germany,Male,70,6,522.34,590,2,False,False,30813713,False,1,0,4.26,342,monthly,2,0.0,0,5.4
BNK-300152,France,Female,42,7,21961.24,652,2,False,True,29812862,False,1,0,3.95,230,monthly,2,59326.0,7,1.3
BNK-300153,France,Female,64,4,2479.97,625,2,False,True,21214213,False,1,0,4.43,150,annual,2,0.0,10,3.7
BNK-300154,Germany,Male,59,1,15538.31,575,1,False,True,39745271,False,0,2,5.0,275,biennial,1,0.0,7,18.7
BNK-300155,Spain,Female,25,9,167.65,678,1,True,False,26770778,False,0,3,3.67,201,annual,1,0.0,0,10.4
BNK-300156,Germany,Male,66,7,25909.52,585,2,False,True,29191721,True,0,0,2.75,348,annual,2,0.0,12,6.2
BNK-300157,Spain,Male,58,8,0.0,669,1,True,True,49613038,False,0,2,4.73,4,monthly,1,0.0,14,6.6
BNK-300158,France,Male,66,9,831.81,609,3,True,True,84422671,False,1,2,3.52,195,annual,3,0.0,12,2.1
BNK-300159,Spain,Male,63,7,1459.98,609,1,False,True,43787366,False,0,1,4.07,259,annual,1,66233.0,5,9.8
BNK-300160,Germany,Female,71,9,26897.98,626,2,True,False,34455600,False,0,1,2.4,13,annual,2,10345.0,2,8.9
BNK-300161,France,Male,48,5,2871.23,629,1,True,True,35976391,False,1,1,3.75,318,annual,1,26357.0,9,6.0
BNK-300162,France,Female,21,5,10650.44,699,3,True,False,64150192,False,1,1,5.0,128,monthly,3,0.0,2,2.4
BNK-300163,France,Female,33,5,7901.98,637,3,False,True,44083961,False,0,1,4.27,8,monthly,3,0.0,9,1.2
BNK-300164,France,Male,26,5,675.85,706,1,True,True,40009333,False,0,0,4.72,141,annual,1,0.0,9,2.2
BNK-300165,Spain,Female,31,4,6572.44,625,2,True,True,41451742,False,0,1,4.77,308,monthly,2,0.0,4,1.0
BNK-300166,Spain,Female,50,3,6933.49,613,4,True,True,17777542,False,0,1,5.0,350,monthly,4,0.0,14,1.4
BNK-300167,France,Male,73,7,2852.09,589,2,False,True,44145144,False,0,1,3.72,55,biennial,2,0.0,8,4.3
BNK-300168,France,Female,61,3,6491.91,666,1,True,False,23444482,True,0,0,3.75,142,biennial,1,0.0,3,16.6
BNK-300169,France,Male,42,9,3223.26,644,3,False,True,44232217,False,0,0,5.0,307,monthly,3,0.0,10,2.5
BNK-300170,Spain,Male,45,7,7131.89,628,1,True,True,25144770,False,0,2,3.98,8,monthly,1,89317.0,12,4.6
BNK-300171,Spain,Male,47,9,3818.65,656,1,False,True,48804841,False,0,0,2.94,198,monthly,1,23045.0,7,2.2
BNK-300172,France,Female,41,6,1687.44,625,3,True,False,33639752,False,1,1,3.52,198,monthly,3,0.0,4,5.1
BNK-300173,France,Male,52,5,1457.96,624,4,False,False,20482364,False,0,0,4.37,135,monthly,4,0.0,2,3.0
BNK-300174,France,Female,71,3,8405.43,616,1,True,True,31403026,False,1,0,2.67,117,monthly,1,0.0,19,8.4
BNK-300175,Germany,Male,23,6,0.0,669,1,True,False,109419486,False,0,2,3.39,343,annual,1,0.0,5,11.0
BNK-300176,France,Female,38,5,20247.13,640,1,False,False,11654789,False,0,1,3.74,131,monthly,1,22671.0,4,11.8
BNK-300177,France,Male,22,3,15259.66,631,3,False,False,39465054,False,2,0,4.09,223,monthly,3,0.0,1,5.8
BNK-300178,Spain,Female,66,0,1350.52,530,3,True,True,21910412,False,0,2,5.0,275,annual,3,86839.0,12,7.0
BNK-300179,France,Male,29,0,1575.46,610,3,True,True,72289794,False,0,1,4.55,15,monthly,3,0.0,9,2.9
BNK-300180,Spain,Male,55,2,9366.71,583,1,True,False,54619958,True,0,0,2.11,302,biennial,1,0.0,4,14.5
BNK-300181,Spain,Female,21,7,0.0,721,1,True,True,39853081,False,1,0,5.0,279,monthly,1,0.0,11,5.7
BNK-300182,France,Female,45,9,1367.31,616,2,False,False,57452633,False,0,1,3.99,71,monthly,2,0.0,1,5.4
BNK-300183,France,Female,69,9,4110.51,676,1,True,True,41039316,False,0,1,2.66,67,monthly,1,0.0,11,8.8
BNK-300184,Germany,Male,72,5,11887.95,576,1,True,True,36426787,False,1,0,3.17,207,monthly,1,0.0,18,8.8
BNK-300185,Germany,Male,26,8,8211.51,680,1,False,True,26918538,False,0,1,3.17,337,monthly,1,0.0,11,4.9
BNK-300186,France,Female,55,0,1214.97,524,2,False,True,30319390,False,0,4,2.92,325,biennial,2,0.0,12,2.8
BNK-300187,Spain,Male,30,8,6641.34,691,2,True,True,28795357,False,0,1,4.41,61,biennial,2,0.0,12,2.5
BNK-300188,Spain,Male,59,9,25684.56,595,3,True,True,36503824,False,0,2,1.87,220,biennial,3,0.0,17,2.4
BNK-300189,Germany,Male,48,4,7517.96,624,1,True,False,14100272,False,1,1,4.79,178,annual,1,0.0,1,11.3
BNK-300190,France,Male,63,0,1716.06,566,3,True,True,60768824,False,0,2,4.65,252,monthly,3,0.0,11,7.0
BNK-300191,France,Female,69,7,908.06,589,2,True,False,96127993,False,0,2,3.63,191,biennial,2,7245.0,0,9.0
BNK-300192,France,Male,38,0,42822.01,510,1,False,True,29257524,False,0,0,4.73,209,annual,1,0.0,10,9.2
BNK-300193,France,Male,20,6,3468.33,754,2,True,True,65347599,False,1,4,3.13,206,monthly,2,26214.0,13,2.3
BNK-300194,Spain,Male,36,3,4795.47,577,3,True,False,33960336,False,0,0,3.33,7,annual,3,0.0,1,4.3
BNK-300195,France,Female,30,5,5989.01,655,1,False,True,26872226,False,0,1,4.44,195,annual,1,0.0,17,2.7
BNK-300196,France,Male,25,9,31285.6,655,3,False,True,30004660,False,0,0,3.83,55,annual,3,23592.0,15,2.2
BNK-300197,Spain,Female,58,1,33849.76,612,2,True,True,37905301,False,0,1,3.5,160,annual,2,0.0,19,4.4
BNK-300198,Germany,Male,69,0,3036.93,531,2,False,True,25319924,False,2,1,3.91,198,biennial,2,54375.0,16,26.1
BNK-300199,France,Male,47,5,19893.08,589,3,False,True,49172566,False,0,0,5.0,260,annual,3,0.0,10,1.5
BNK-300200,Germany,Male,48,6,807.26,649,2,False,False,28011209,False,0,0,5.0,309,biennial,2,9006.0,1,3.4
BNK-300201,Germany,Male,51,2,12796.61,538,2,True,True,21234591,False,1,2,4.34,57,annual,2,0.0,9,7.1
BNK-300202,France,Female,69,1,5582.97,537,1,False,True,35955660,False,2,2,3.72,214,monthly,1,0.0,10,15.6
BNK-300203,France,Female,18,7,19839.86,706,2,True,False,25668820,False,0,1,4.42,287,annual,2,0.0,0,5.3
BNK-300204,Germany,Male,48,6,12975.5,686,3,True,False,30833054,False,0,1,3.31,120,annual,3,0.0,3,5.8
BNK-300205,Germany,Male,67,9,7497.68,583,4,True,True,35342637,False,1,0,4.94,14,monthly,4,0.0,7,2.1
BNK-300206,France,Male,27,8,797.56,649,3,True,True,18585679,False,2,2,4.76,338,annual,3,0.0,15,0.7
BNK-300207,France,Male,50,7,0.0,645,3,True,False,75314853,False,0,1,5.0,307,monthly,3,0.0,4,13.6
BNK-300208,Germany,Male,18,0,3113.42,543,2,True,True,54519957,False,0,0,3.36,259,monthly,2,0.0,11,3.5
BNK-300209,France,Female,65,2,849.02,622,3,True,False,26501927,False,1,1,3.26,273,annual,3,0.0,3,11.7
BNK-300210,Spain,Female,55,6,6301.54,575,1,True,True,35969853,False,1,2,4.44,110,biennial,1,0.0,16,7.3
BNK-300211,France,Female,72,4,1305.29,556,1,True,True,49905898,False,0,1,3.78,290,monthly,1,0.0,13,9.6
BNK-300212,Germany,Female,35,0,9257.49,607,2,True,False,40310072,False,0,0,4.8,362,annual,2,0.0,2,11.6
BNK-300213,Spain,Male,59,5,2941.95,603,2,True,True,92960120,True,0,0,4.05,109,monthly,2,70438.0,16,8.3
BNK-300214,France,Male,61,7,5650.35,575,2,True,False,32230499,False,0,2,5.0,173,annual,2,70596.0,3,7.3
BNK-300215,Germany,Male,19,7,13090.13,746,4,True,True,65807540,False,1,1,4.05,310,annual,4,0.0,9,1.3
BNK-300216,France,Male,61,9,0.0,527,3,True,True,18632847,False,0,0,4.7,81,biennial,3,0.0,10,6.5
BNK-300217,Germany,Male,58,1,12846.09,526,3,True,True,20122626,True,1,1,2.59,252,monthly,3,62428.0,17,5.7
BNK-300218,Spain,Male,53,9,1292.04,617,3,False,True,84308336,False,1,1,4.17,11,annual,3,0.0,15,1.1
BNK-300219,Spain,Female,50,5,6242.3,577,3,True,True,29261326,False,0,1,3.96,353,biennial,3,0.0,10,1.8
BNK-300220,France,Male,63,3,1927.2,628,2,True,False,20257415,False,0,0,3.91,26,monthly,2,0.0,1,10.8
BNK-300221,Spain,Male,23,8,1790.91,613,1,True,False,35459191,False,2,1,5.0,8,monthly,1,0.0,1,24.9
BNK-300222,Spain,Male,40,1,6657.9,660,3,True,True,68322087,False,0,2,2.93,152,annual,3,32575.0,15,6.1
